Word,Freq. Difference,Rel. Frequency - Passwords,Rel. Frequency - BNC,Freq. Sum,Abs. Freq. - Passwords,Abs. Freq. - BNC
caller,-1.11E-06,2.50E-06,3.61E-06,6.11E-06,101,361
depot,-1.11E-06,5.81E-06,6.92E-06,1.27E-05,235,693
needham,-1.11E-06,9.90E-07,2.10E-06,3.09E-06,40,210
irradiated,-1.11E-06,0,1.11E-06,1.11E-06,0,111
fastidious,-1.11E-06,4.95E-08,1.16E-06,1.21E-06,2,116
thankful,-1.11E-06,2.80E-06,3.91E-06,6.70E-06,113,391
growling,-1.11E-06,1.48E-07,1.26E-06,1.41E-06,6,126
hollow,-1.11E-06,9.90E-06,1.10E-05,2.09E-05,400,1102
dependable,-1.11E-06,2.47E-07,1.36E-06,1.61E-06,10,136
tehran,-1.11E-06,1.63E-06,2.75E-06,4.38E-06,66,275
smelting,-1.11E-06,2.47E-08,1.14E-06,1.16E-06,1,114
grappling,-1.11E-06,7.42E-08,1.19E-06,1.26E-06,3,119
nobleman,-1.11E-06,1.24E-07,1.24E-06,1.36E-06,5,124
booths,-1.12E-06,1.73E-07,1.29E-06,1.46E-06,7,129
auschwitz,-1.12E-06,2.23E-07,1.34E-06,1.56E-06,9,134
bashing,-1.12E-06,2.72E-07,1.39E-06,1.66E-06,11,139
niches,-1.12E-06,3.22E-07,1.44E-06,1.76E-06,13,144
crisp,-1.12E-06,6.85E-06,7.97E-06,1.48E-05,277,798
regatta,-1.12E-06,4.21E-07,1.54E-06,1.96E-06,17,154
tuesdays,-1.12E-06,5.20E-07,1.64E-06,2.16E-06,21,164
tu,-1.12E-06,0,1.12E-06,1.12E-06,0,112
explorations,-1.12E-06,4.95E-08,1.17E-06,1.22E-06,2,117
clubhouse,-1.12E-06,1.19E-06,2.31E-06,3.50E-06,48,231
sheaf,-1.12E-06,1.48E-07,1.27E-06,1.42E-06,6,127
kinnear,-1.12E-06,1.98E-07,1.32E-06,1.52E-06,8,132
shoddy,-1.12E-06,2.47E-07,1.37E-06,1.62E-06,10,137
weald,-1.12E-06,2.97E-07,1.42E-06,1.72E-06,12,142
yanked,-1.12E-06,2.47E-08,1.15E-06,1.17E-06,1,115
dunkirk,-1.12E-06,5.94E-07,1.72E-06,2.31E-06,24,172
umbilical,-1.12E-06,7.42E-08,1.20E-06,1.27E-06,3,120
respiration,-1.12E-06,1.24E-07,1.25E-06,1.37E-06,5,125
lukic,-1.13E-06,3.22E-07,1.45E-06,1.77E-06,13,145
tanzania,-1.13E-06,2.55E-06,3.68E-06,6.22E-06,103,368
follower,-1.13E-06,9.40E-07,2.07E-06,3.01E-06,38,207
poise,-1.13E-06,5.20E-07,1.65E-06,2.17E-06,21,165
bh,-1.13E-06,0,1.13E-06,1.13E-06,0,113
cartilage,-1.13E-06,4.95E-08,1.18E-06,1.23E-06,2,118
progeny,-1.13E-06,9.90E-08,1.23E-06,1.33E-06,4,123
clipboard,-1.13E-06,1.48E-07,1.28E-06,1.43E-06,6,128
garish,-1.13E-06,1.98E-07,1.33E-06,1.53E-06,8,133
moynihan,-1.13E-06,2.47E-07,1.38E-06,1.63E-06,10,138
foothills,-1.13E-06,3.46E-07,1.48E-06,1.82E-06,14,148
keepers,-1.13E-06,1.44E-06,2.57E-06,4.00E-06,58,257
explorers,-1.13E-06,4.45E-07,1.58E-06,2.02E-06,18,158
chivalry,-1.13E-06,4.95E-07,1.63E-06,2.12E-06,20,163
unexplored,-1.13E-06,2.47E-08,1.16E-06,1.18E-06,1,116
leans,-1.13E-06,5.94E-07,1.73E-06,2.32E-06,24,173
grate,-1.13E-06,1.68E-06,2.82E-06,4.50E-06,68,282
drawl,-1.13E-06,7.42E-08,1.21E-06,1.28E-06,3,121
sweatshirt,-1.13E-06,1.24E-07,1.26E-06,1.38E-06,5,126
grieve,-1.14E-06,6.93E-07,1.83E-06,2.52E-06,28,183
parables,-1.14E-06,1.73E-07,1.31E-06,1.48E-06,7,131
wallingford,-1.14E-06,2.23E-07,1.36E-06,1.58E-06,9,136
slalom,-1.14E-06,7.92E-07,1.93E-06,2.72E-06,32,193
cornelius,-1.14E-06,5.15E-06,6.28E-06,1.14E-05,208,629
emigrate,-1.14E-06,3.71E-07,1.51E-06,1.88E-06,15,151
tensor,-1.14E-06,9.40E-07,2.08E-06,3.02E-06,38,208
soloist,-1.14E-06,5.20E-07,1.66E-06,2.18E-06,21,166
scenic,-1.14E-06,1.61E-06,2.75E-06,4.36E-06,65,275
a',-1.14E-06,0,1.14E-06,1.14E-06,0,114
ribbed,-1.14E-06,4.95E-08,1.19E-06,1.24E-06,2,119
graceful,-1.14E-06,3.32E-06,4.46E-06,7.77E-06,134,446
heralds,-1.14E-06,9.90E-08,1.24E-06,1.34E-06,4,124
furrow,-1.14E-06,1.48E-07,1.29E-06,1.44E-06,6,129
specialty,-1.14E-06,2.47E-07,1.39E-06,1.64E-06,10,139
piercing,-1.14E-06,2.47E-06,3.62E-06,6.09E-06,100,362
milder,-1.14E-06,3.46E-07,1.49E-06,1.83E-06,14,149
milestone,-1.14E-06,9.16E-07,2.06E-06,2.97E-06,37,206
intrigue,-1.14E-06,1.48E-06,2.63E-06,4.11E-06,60,263
sibling,-1.14E-06,4.45E-07,1.59E-06,2.03E-06,18,159
sewer,-1.14E-06,1.01E-06,2.16E-06,3.17E-06,41,216
ascii,-1.14E-06,5.44E-07,1.69E-06,2.23E-06,22,169
hopefuls,-1.14E-06,2.47E-08,1.17E-06,1.19E-06,1,117
wolds,-1.14E-06,7.42E-08,1.22E-06,1.29E-06,3,122
sacred,-1.14E-06,1.19E-05,1.30E-05,2.49E-05,481,1306
shave,-1.14E-06,2.25E-06,3.40E-06,5.65E-06,91,340
catheter,-1.14E-06,1.24E-07,1.27E-06,1.39E-06,5,127
infirm,-1.15E-06,1.73E-07,1.32E-06,1.49E-06,7,132
vindictive,-1.15E-06,2.23E-07,1.37E-06,1.59E-06,9,137
brownlow,-1.15E-06,3.22E-07,1.47E-06,1.79E-06,13,147
dazzled,-1.15E-06,4.70E-07,1.62E-06,2.09E-06,19,162
temptations,-1.15E-06,5.20E-07,1.67E-06,2.19E-06,21,167
1p,-1.15E-06,0,1.15E-06,1.15E-06,0,115
disrespect,-1.15E-06,4.95E-08,1.20E-06,1.25E-06,2,120
primate,-1.15E-06,6.19E-07,1.77E-06,2.39E-06,25,177
smacking,-1.15E-06,9.90E-08,1.25E-06,1.35E-06,4,125
provost,-1.15E-06,6.68E-07,1.82E-06,2.49E-06,27,182
mobutu,-1.15E-06,1.48E-07,1.30E-06,1.45E-06,6,130
wits,-1.15E-06,2.85E-06,4.00E-06,6.84E-06,115,400
seamless,-1.15E-06,1.98E-07,1.35E-06,1.55E-06,8,135
drowsy,-1.15E-06,3.46E-07,1.50E-06,1.84E-06,14,150
resplendent,-1.15E-06,2.47E-08,1.18E-06,1.20E-06,1,118
dyeing,-1.15E-06,7.42E-08,1.23E-06,1.30E-06,3,123
unify,-1.16E-06,1.73E-07,1.33E-06,1.50E-06,7,133
hamper,-1.16E-06,7.42E-07,1.90E-06,2.64E-06,30,190
telly,-1.16E-06,7.23E-06,8.38E-06,1.56E-05,292,839
swine,-1.16E-06,1.36E-06,2.52E-06,3.88E-06,55,252
piaget,-1.16E-06,8.41E-07,2.00E-06,2.84E-06,34,200
frizzell,-1.16E-06,3.22E-07,1.48E-06,1.80E-06,13,148
albanian,-1.16E-06,1.98E-06,3.14E-06,5.12E-06,80,314
unilever,-1.16E-06,5.20E-07,1.68E-06,2.20E-06,21,168
primal,-1.16E-06,1.61E-06,2.77E-06,4.38E-06,65,277
s3,-1.16E-06,0,1.16E-06,1.16E-06,0,116
luftwaffe,-1.16E-06,5.69E-07,1.73E-06,2.30E-06,23,173
falsehood,-1.16E-06,4.95E-08,1.21E-06,1.26E-06,2,121
fergusson,-1.16E-06,9.90E-08,1.26E-06,1.36E-06,4,126
brainchild,-1.16E-06,1.48E-07,1.31E-06,1.46E-06,6,131
branding,-1.16E-06,1.98E-07,1.36E-06,1.56E-06,8,136
decca,-1.16E-06,2.47E-07,1.41E-06,1.66E-06,10,141
uterus,-1.16E-06,3.96E-07,1.56E-06,1.95E-06,16,156
captives,-1.16E-06,2.47E-08,1.19E-06,1.21E-06,1,119
intents,-1.16E-06,7.42E-08,1.24E-06,1.31E-06,3,124
froth,-1.17E-06,1.73E-07,1.34E-06,1.51E-06,7,134
piracy,-1.17E-06,2.23E-07,1.39E-06,1.61E-06,9,139
crucified,-1.17E-06,3.22E-07,1.49E-06,1.81E-06,13,149
handmade,-1.17E-06,3.71E-07,1.54E-06,1.91E-06,15,154
hinge,-1.17E-06,9.40E-07,2.11E-06,3.05E-06,38,211
brethren,-1.17E-06,4.21E-07,1.59E-06,2.01E-06,17,159
swedes,-1.17E-06,4.70E-07,1.64E-06,2.11E-06,19,164
limousine,-1.17E-06,5.20E-07,1.69E-06,2.21E-06,21,169
m2,-1.17E-06,0,1.17E-06,1.17E-06,0,117
unpack,-1.17E-06,4.95E-08,1.22E-06,1.27E-06,2,122
gritty,-1.17E-06,6.19E-07,1.79E-06,2.41E-06,25,179
algebraic,-1.17E-06,9.90E-08,1.27E-06,1.37E-06,4,127
wobbly,-1.17E-06,6.68E-07,1.84E-06,2.51E-06,27,184
splinters,-1.17E-06,1.48E-07,1.32E-06,1.47E-06,6,132
tenacity,-1.17E-06,2.47E-07,1.42E-06,1.67E-06,10,142
banish,-1.17E-06,2.97E-07,1.47E-06,1.77E-06,12,147
verify,-1.17E-06,1.39E-06,2.56E-06,3.94E-06,56,256
tchaikovsky,-1.17E-06,3.96E-07,1.57E-06,1.96E-06,16,157
nobel,-1.17E-06,2.57E-06,3.75E-06,6.32E-06,104,375
koons,-1.17E-06,4.45E-07,1.62E-06,2.06E-06,18,162
undisputed,-1.17E-06,5.44E-07,1.72E-06,2.26E-06,22,172
abject,-1.17E-06,2.47E-08,1.20E-06,1.22E-06,1,120
signpost,-1.17E-06,7.42E-08,1.25E-06,1.32E-06,3,125
indulgent,-1.17E-06,1.24E-07,1.30E-06,1.42E-06,5,130
cryptic,-1.18E-06,6.93E-07,1.87E-06,2.56E-06,28,187
ditched,-1.18E-06,1.73E-07,1.35E-06,1.52E-06,7,135
devotees,-1.18E-06,2.23E-07,1.40E-06,1.62E-06,9,140
mayors,-1.18E-06,2.72E-07,1.45E-06,1.72E-06,11,145
sixes,-1.18E-06,3.22E-07,1.50E-06,1.82E-06,13,150
steamer,-1.18E-06,9.40E-07,2.12E-06,3.06E-06,38,212
4p,-1.18E-06,0,1.18E-06,1.18E-06,0,118
eloquence,-1.18E-06,4.95E-08,1.23E-06,1.28E-06,2,123
leak,-1.18E-06,4.35E-06,5.53E-06,9.89E-06,176,554
pulsing,-1.18E-06,9.90E-08,1.28E-06,1.38E-06,4,128
gloved,-1.18E-06,1.48E-07,1.33E-06,1.48E-06,6,133
patrician,-1.18E-06,2.47E-07,1.43E-06,1.68E-06,10,143
fasten,-1.18E-06,2.97E-07,1.48E-06,1.78E-06,12,148
kneel,-1.18E-06,3.46E-07,1.53E-06,1.87E-06,14,153
enrich,-1.18E-06,4.45E-07,1.63E-06,2.07E-06,18,163
divert,-1.18E-06,3.14E-06,4.33E-06,7.47E-06,127,433
spat,-1.18E-06,4.28E-06,5.46E-06,9.74E-06,173,547
mistresses,-1.18E-06,2.47E-08,1.21E-06,1.23E-06,1,121
mounts,-1.18E-06,1.11E-06,2.30E-06,3.41E-06,45,230
sceptic,-1.18E-06,7.42E-08,1.26E-06,1.33E-06,3,126
tablet,-1.19E-06,2.30E-06,3.49E-06,5.79E-06,93,349
ensue,-1.19E-06,2.23E-07,1.41E-06,1.63E-06,9,141
simmer,-1.19E-06,1.31E-06,2.50E-06,3.81E-06,53,250
boilers,-1.19E-06,8.41E-07,2.03E-06,2.87E-06,34,203
suez,-1.19E-06,1.93E-06,3.12E-06,5.05E-06,78,312
ramps,-1.19E-06,4.70E-07,1.66E-06,2.13E-06,19,166
3p,-1.19E-06,0,1.19E-06,1.19E-06,0,119
methanol,-1.19E-06,4.95E-08,1.24E-06,1.29E-06,2,124
fluoride,-1.19E-06,9.90E-08,1.29E-06,1.39E-06,4,129
pancreas,-1.19E-06,6.68E-07,1.86E-06,2.53E-06,27,186
greece,-1.19E-06,1.62E-05,1.74E-05,3.37E-05,656,1744
ignited,-1.19E-06,1.98E-07,1.39E-06,1.59E-06,8,139
infested,-1.19E-06,2.97E-07,1.49E-06,1.79E-06,12,149
linguist,-1.19E-06,3.46E-07,1.54E-06,1.88E-06,14,154
instantaneously,-1.19E-06,2.47E-08,1.22E-06,1.24E-06,1,122
visceral,-1.19E-06,7.42E-08,1.27E-06,1.34E-06,3,127
alcoholics,-1.19E-06,1.24E-07,1.32E-06,1.44E-06,5,132
muslin,-1.20E-06,1.73E-07,1.37E-06,1.54E-06,7,137
barmaid,-1.20E-06,2.72E-07,1.47E-06,1.74E-06,11,147
priestley,-1.20E-06,3.22E-07,1.52E-06,1.84E-06,13,152
sensor,-1.20E-06,8.91E-07,2.09E-06,2.98E-06,36,209
delusion,-1.20E-06,3.71E-07,1.57E-06,1.94E-06,15,157
uncles,-1.20E-06,1.04E-06,2.24E-06,3.28E-06,42,224
candlelight,-1.20E-06,5.20E-07,1.72E-06,2.24E-06,21,172
-2,-1.20E-06,0,1.20E-06,1.20E-06,0,120
stances,-1.20E-06,4.95E-08,1.25E-06,1.30E-06,2,125
cannes,-1.20E-06,6.19E-07,1.82E-06,2.44E-06,25,182
endocrine,-1.20E-06,9.90E-08,1.30E-06,1.40E-06,4,130
ounces,-1.20E-06,6.68E-07,1.87E-06,2.54E-06,27,187
atonement,-1.20E-06,1.48E-07,1.35E-06,1.50E-06,6,135
backstage,-1.20E-06,7.18E-07,1.92E-06,2.64E-06,29,192
pullover,-1.20E-06,1.98E-07,1.40E-06,1.60E-06,8,140
browse,-1.20E-06,8.66E-07,2.07E-06,2.93E-06,35,207
glaxo,-1.20E-06,3.46E-07,1.55E-06,1.89E-06,14,155
seine,-1.20E-06,3.96E-07,1.60E-06,1.99E-06,16,160
cambodian,-1.20E-06,1.06E-06,2.27E-06,3.33E-06,43,227
stylistics,-1.20E-06,2.47E-08,1.23E-06,1.25E-06,1,123
fraternal,-1.20E-06,7.42E-08,1.28E-06,1.35E-06,3,128
pinch,-1.20E-06,4.38E-06,5.58E-06,9.96E-06,177,559
thanksgiving,-1.21E-06,6.93E-07,1.90E-06,2.59E-06,28,190
protagonist,-1.21E-06,1.73E-07,1.38E-06,1.55E-06,7,138
equip,-1.21E-06,1.26E-06,2.47E-06,3.73E-06,51,247
fife,-1.21E-06,2.92E-06,4.13E-06,7.05E-06,118,413
chomsky,-1.21E-06,2.72E-07,1.48E-06,1.75E-06,11,148
gi,-1.21E-06,0,1.21E-06,1.21E-06,0,121
botany,-1.21E-06,1.09E-06,2.30E-06,3.39E-06,44,230
scorching,-1.21E-06,4.95E-08,1.26E-06,1.31E-06,2,126
arkwright,-1.21E-06,9.90E-08,1.31E-06,1.41E-06,4,131
litany,-1.21E-06,1.48E-07,1.36E-06,1.51E-06,6,136
nakedness,-1.21E-06,1.98E-07,1.41E-06,1.61E-06,8,141
campus,-1.21E-06,5.07E-06,6.28E-06,1.14E-05,205,629
cider,-1.21E-06,3.46E-06,4.68E-06,8.14E-06,140,468
latch,-1.21E-06,1.34E-06,2.55E-06,3.88E-06,54,255
frailty,-1.21E-06,2.97E-07,1.51E-06,1.81E-06,12,151
elation,-1.21E-06,3.96E-07,1.61E-06,2.00E-06,16,161
gymnasium,-1.21E-06,5.44E-07,1.76E-06,2.30E-06,22,176
refilled,-1.21E-06,2.47E-08,1.24E-06,1.26E-06,1,124
spire,-1.21E-06,1.11E-06,2.33E-06,3.44E-06,45,233
temperance,-1.21E-06,5.94E-07,1.81E-06,2.40E-06,24,181
issuer,-1.21E-06,7.42E-08,1.29E-06,1.36E-06,3,129
o'donnell,-1.21E-06,1.24E-07,1.34E-06,1.46E-06,5,134
longman,-1.22E-06,1.21E-06,2.43E-06,3.64E-06,49,243
ducking,-1.22E-06,2.23E-07,1.44E-06,1.66E-06,9,144
sprouts,-1.22E-06,7.92E-07,2.01E-06,2.80E-06,32,201
sudan,-1.22E-06,3.49E-06,4.71E-06,8.19E-06,141,471
eclipsed,-1.22E-06,2.72E-07,1.49E-06,1.76E-06,11,149
waits,-1.22E-06,2.50E-06,3.72E-06,6.22E-06,101,372
orchards,-1.22E-06,3.71E-07,1.59E-06,1.96E-06,15,159
overture,-1.22E-06,4.21E-07,1.64E-06,2.06E-06,17,164
gallop,-1.22E-06,1.51E-06,2.73E-06,4.24E-06,61,273
clasping,-1.22E-06,0,1.22E-06,1.22E-06,0,122
sickened,-1.22E-06,4.95E-08,1.27E-06,1.32E-06,2,127
slashing,-1.22E-06,9.90E-08,1.32E-06,1.42E-06,4,132
macedonian,-1.22E-06,1.48E-07,1.37E-06,1.52E-06,6,137
abstinence,-1.22E-06,2.97E-07,1.52E-06,1.82E-06,12,152
diving,-1.22E-06,5.69E-06,6.91E-06,1.26E-05,230,692
bhutto,-1.22E-06,3.46E-07,1.57E-06,1.91E-06,14,157
craving,-1.22E-06,4.45E-07,1.67E-06,2.11E-06,18,167
walpole,-1.22E-06,4.95E-07,1.72E-06,2.21E-06,20,172
tiers,-1.22E-06,5.44E-07,1.77E-06,2.31E-06,22,177
rotational,-1.22E-06,2.47E-08,1.25E-06,1.27E-06,1,125
slavs,-1.22E-06,7.42E-08,1.30E-06,1.37E-06,3,130
atrophy,-1.22E-06,1.24E-07,1.35E-06,1.47E-06,5,135
heroine,-1.23E-06,2.40E-06,3.63E-06,6.03E-06,97,363
oddity,-1.23E-06,2.72E-07,1.50E-06,1.77E-06,11,150
halve,-1.23E-06,3.22E-07,1.55E-06,1.87E-06,13,155
blimey,-1.23E-06,8.91E-07,2.12E-06,3.01E-06,36,212
oedipus,-1.23E-06,3.71E-07,1.60E-06,1.97E-06,15,160
bigwig,-1.23E-06,9.40E-07,2.17E-06,3.11E-06,38,217
chateau,-1.23E-06,1.04E-06,2.27E-06,3.31E-06,42,227
4,-1.23E-06,0,1.23E-06,1.23E-06,0,123
dwarfs,-1.23E-06,1.66E-06,2.89E-06,4.54E-06,67,289
mutated,-1.23E-06,4.95E-08,1.28E-06,1.33E-06,2,128
taxonomy,-1.23E-06,9.90E-08,1.33E-06,1.43E-06,4,133
deviate,-1.23E-06,1.98E-07,1.43E-06,1.63E-06,8,143
chefs,-1.23E-06,8.17E-07,2.05E-06,2.86E-06,33,205
tristram,-1.23E-06,3.96E-07,1.63E-06,2.02E-06,16,163
seoul,-1.23E-06,1.63E-06,2.87E-06,4.50E-06,66,287
pedagogical,-1.23E-06,2.47E-08,1.26E-06,1.28E-06,1,126
ramblers,-1.23E-06,1.11E-06,2.35E-06,3.46E-06,45,235
undertakers,-1.23E-06,7.42E-08,1.31E-06,1.38E-06,3,131
forceps,-1.23E-06,1.24E-07,1.36E-06,1.48E-06,5,136
cremation,-1.24E-06,1.73E-07,1.41E-06,1.58E-06,7,141
magdalen,-1.24E-06,7.92E-07,2.03E-06,2.82E-06,32,203
geologist,-1.24E-06,3.71E-07,1.61E-06,1.98E-06,15,161
dorothea,-1.24E-06,1.46E-06,2.70E-06,4.16E-06,59,270
rosenthal,-1.24E-06,4.21E-07,1.66E-06,2.08E-06,17,166
5c,-1.24E-06,0,1.24E-06,1.24E-06,0,124
nowt,-1.24E-06,1.09E-06,2.33E-06,3.42E-06,44,233
baked,-1.24E-06,5.39E-06,6.63E-06,1.20E-05,218,664
splashes,-1.24E-06,4.95E-08,1.29E-06,1.34E-06,2,129
bicker,-1.24E-06,6.19E-07,1.86E-06,2.48E-06,25,186
lebanon,-1.24E-06,9.75E-06,1.10E-05,2.07E-05,394,1100
surrealism,-1.24E-06,1.48E-07,1.39E-06,1.54E-06,6,139
firewood,-1.24E-06,7.18E-07,1.96E-06,2.68E-06,29,196
preach,-1.24E-06,1.81E-06,3.05E-06,4.85E-06,73,305
rowed,-1.24E-06,2.47E-07,1.49E-06,1.74E-06,10,149
undecided,-1.24E-06,8.17E-07,2.06E-06,2.87E-06,33,206
cauldron,-1.24E-06,3.46E-07,1.59E-06,1.93E-06,14,159
gliders,-1.24E-06,3.96E-07,1.64E-06,2.03E-06,16,164
ewes,-1.24E-06,1.01E-06,2.26E-06,3.27E-06,41,226
interlude,-1.24E-06,4.95E-07,1.74E-06,2.23E-06,20,174
tedium,-1.24E-06,2.47E-08,1.27E-06,1.29E-06,1,127
unforgettable,-1.24E-06,5.94E-07,1.84E-06,2.43E-06,24,184
humbly,-1.24E-06,7.42E-08,1.32E-06,1.39E-06,3,132
corrosive,-1.24E-06,1.24E-07,1.37E-06,1.49E-06,5,137
hargreaves,-1.25E-06,6.93E-07,1.94E-06,2.63E-06,28,194
gallows,-1.25E-06,1.73E-07,1.42E-06,1.59E-06,7,142
gatehouse,-1.25E-06,2.23E-07,1.47E-06,1.69E-06,9,147
backlash,-1.25E-06,1.41E-06,2.66E-06,4.07E-06,57,266
greenery,-1.25E-06,4.70E-07,1.72E-06,2.19E-06,19,172
5a,-1.25E-06,0,1.25E-06,1.25E-06,0,125
repulsive,-1.25E-06,4.95E-08,1.30E-06,1.35E-06,2,130
ramshackle,-1.25E-06,9.90E-08,1.35E-06,1.45E-06,4,135
pinochet,-1.25E-06,1.48E-07,1.40E-06,1.55E-06,6,140
invasive,-1.25E-06,2.47E-07,1.50E-06,1.75E-06,10,150
pakistani,-1.25E-06,2.52E-06,3.78E-06,6.30E-06,102,378
esoteric,-1.25E-06,9.16E-07,2.17E-06,3.08E-06,37,217
abode,-1.25E-06,3.96E-07,1.65E-06,2.04E-06,16,165
stalk,-1.25E-06,1.06E-06,2.32E-06,3.38E-06,43,232
conquering,-1.25E-06,2.47E-08,1.28E-06,1.30E-06,1,128
succulent,-1.25E-06,7.42E-08,1.33E-06,1.40E-06,3,133
outwith,-1.25E-06,1.24E-07,1.38E-06,1.50E-06,5,138
mismatch,-1.26E-06,1.73E-07,1.43E-06,1.60E-06,7,143
earshot,-1.26E-06,2.23E-07,1.48E-06,1.70E-06,9,148
commandos,-1.26E-06,1.31E-06,2.57E-06,3.88E-06,53,257
tolls,-1.26E-06,2.72E-07,1.53E-06,1.80E-06,11,153
flannel,-1.26E-06,8.41E-07,2.10E-06,2.94E-06,34,210
prophecy,-1.26E-06,1.93E-06,3.19E-06,5.12E-06,78,319
speechless,-1.26E-06,8.91E-07,2.15E-06,3.04E-06,36,215
airmen,-1.26E-06,3.71E-07,1.63E-06,2.00E-06,15,163
crossman,-1.26E-06,4.70E-07,1.73E-06,2.20E-06,19,173
gh,-1.26E-06,0,1.26E-06,1.26E-06,0,126
anymore,-1.26E-06,1.66E-06,2.92E-06,4.57E-06,67,292
jealously,-1.26E-06,4.95E-08,1.31E-06,1.36E-06,2,131
ultimatum,-1.26E-06,6.19E-07,1.88E-06,2.50E-06,25,188
parades,-1.26E-06,9.90E-08,1.36E-06,1.46E-06,4,136
humankind,-1.26E-06,1.48E-07,1.41E-06,1.56E-06,6,141
quarantine,-1.26E-06,1.98E-07,1.46E-06,1.66E-06,8,146
mutiny,-1.26E-06,8.17E-07,2.08E-06,2.89E-06,33,208
etching,-1.26E-06,2.97E-07,1.56E-06,1.86E-06,12,156
epsom,-1.26E-06,4.95E-07,1.76E-06,2.25E-06,20,176
breakfasts,-1.26E-06,2.47E-08,1.29E-06,1.31E-06,1,129
scrub,-1.26E-06,3.29E-06,4.56E-06,7.85E-06,133,456
lashing,-1.26E-06,7.42E-08,1.34E-06,1.41E-06,3,134
anthology,-1.26E-06,6.43E-07,1.91E-06,2.55E-06,26,191
northward,-1.26E-06,1.24E-07,1.39E-06,1.51E-06,5,139
specials,-1.26E-06,1.21E-06,2.48E-06,3.69E-06,49,248
lesotho,-1.27E-06,1.73E-07,1.44E-06,1.61E-06,7,144
swamps,-1.27E-06,2.72E-07,1.54E-06,1.81E-06,11,154
knobs,-1.27E-06,3.71E-07,1.64E-06,2.01E-06,15,164
peer,-1.27E-06,7.37E-06,8.64E-06,1.60E-05,298,865
brahms,-1.27E-06,4.70E-07,1.74E-06,2.21E-06,19,174
refereeing,-1.27E-06,0,1.27E-06,1.27E-06,0,127
feathered,-1.27E-06,4.95E-08,1.32E-06,1.37E-06,2,132
retainers,-1.27E-06,9.90E-08,1.37E-06,1.47E-06,4,137
parson,-1.27E-06,1.24E-06,2.51E-06,3.74E-06,50,251
victorine,-1.27E-06,1.98E-07,1.47E-06,1.67E-06,8,147
torrent,-1.27E-06,1.34E-06,2.61E-06,3.94E-06,54,261
thrill,-1.27E-06,3.66E-06,4.93E-06,8.60E-06,148,494
shunned,-1.27E-06,2.47E-08,1.30E-06,1.32E-06,1,130
neville,-1.27E-06,7.03E-06,8.30E-06,1.53E-05,284,831
entwined,-1.27E-06,7.42E-08,1.35E-06,1.42E-06,3,135
wreck,-1.27E-06,4.38E-06,5.65E-06,1.00E-05,177,566
subtract,-1.27E-06,1.24E-07,1.40E-06,1.52E-06,5,140
whim,-1.27E-06,1.21E-06,2.49E-06,3.70E-06,49,249
repentance,-1.28E-06,1.73E-07,1.45E-06,1.62E-06,7,145
trailers,-1.28E-06,2.23E-07,1.50E-06,1.72E-06,9,150
willed,-1.28E-06,2.72E-07,1.55E-06,1.82E-06,11,155
fells,-1.28E-06,3.22E-07,1.60E-06,1.92E-06,13,160
hinkley,-1.28E-06,3.71E-07,1.65E-06,2.02E-06,15,165
m3,-1.28E-06,0,1.28E-06,1.28E-06,0,128
spiteful,-1.28E-06,4.95E-08,1.33E-06,1.38E-06,2,133
ganglion,-1.28E-06,9.90E-08,1.38E-06,1.48E-06,4,138
cinematic,-1.28E-06,1.48E-07,1.43E-06,1.58E-06,6,143
bared,-1.28E-06,1.98E-07,1.48E-06,1.68E-06,8,148
sensuality,-1.28E-06,2.47E-07,1.53E-06,1.78E-06,10,153
portico,-1.28E-06,2.97E-07,1.58E-06,1.88E-06,12,158
howarth,-1.28E-06,8.66E-07,2.15E-06,3.01E-06,35,215
awash,-1.28E-06,4.45E-07,1.73E-06,2.17E-06,18,173
islay,-1.28E-06,1.06E-06,2.35E-06,3.41E-06,43,235
unaided,-1.28E-06,2.47E-08,1.31E-06,1.33E-06,1,131
gilt,-1.28E-06,2.72E-06,4.01E-06,6.73E-06,110,401
integers,-1.28E-06,7.42E-08,1.36E-06,1.43E-06,3,136
fuming,-1.28E-06,1.24E-07,1.41E-06,1.53E-06,5,141
truthful,-1.29E-06,8.41E-07,2.13E-06,2.97E-06,34,213
cabins,-1.29E-06,4.21E-07,1.71E-06,2.13E-06,17,171
nv,-1.29E-06,0,1.29E-06,1.29E-06,0,129
infertility,-1.29E-06,4.95E-08,1.34E-06,1.39E-06,2,134
antiseptic,-1.29E-06,9.90E-08,1.39E-06,1.49E-06,4,139
mince,-1.29E-06,1.76E-06,3.05E-06,4.80E-06,71,305
challengers,-1.29E-06,1.48E-07,1.44E-06,1.59E-06,6,144
sport,-1.29E-06,4.41E-05,4.54E-05,8.96E-05,1784,4548
logistics,-1.29E-06,7.18E-07,2.01E-06,2.73E-06,29,201
clutter,-1.29E-06,2.97E-07,1.59E-06,1.89E-06,12,159
farmyard,-1.29E-06,3.46E-07,1.64E-06,1.98E-06,14,164
slough,-1.29E-06,9.16E-07,2.21E-06,3.12E-06,37,221
revolved,-1.29E-06,2.47E-08,1.32E-06,1.34E-06,1,132
snarling,-1.29E-06,7.42E-08,1.37E-06,1.44E-06,3,137
schoolteacher,-1.29E-06,1.24E-07,1.42E-06,1.54E-06,5,142
archipelago,-1.30E-06,1.73E-07,1.47E-06,1.64E-06,7,147
