"Day","Month","Year","Frequency"
"7","5","1938","4"
"3","0","1919","14"
"4","6","1945","4"
"29","9","1999","33"
"1","4","1993","259"
"2","0","1975","19"
"22","5","1925","6"
"6","7","1993","93"
"9","7","1957","4"
"14","1","1945","4"
"6","4","1938","4"
"2","0","1987","132"
"7","6","2009","13"
"29","4","1969","16"
"1","9","1952","2"
"26","4","1987","122"
"31","6","1930","1"
"6","11","1985","87"
"6","4","1917","6"
"21","9","1963","14"
"1","0","1923","16"
"16","10","1963","7"
"21","5","1967","10"
"5","4","2008","53"
"14","2","1972","15"
"20","3","1915","12"
"18","4","1901","1"
"4","9","1927","10"
"22","3","1934","9"
"14","7","1981","53"
"28","0","1960","9"
"14","10","1924","41"
"1","3","2009","44"
"10","7","1999","26"
"5","8","1982","51"
"19","1","1961","4"
"25","4","1984","78"
"24","6","2011","8"
"21","4","1957","3"
"25","5","1997","32"
"30","8","2004","39"
"4","3","1999","25"
"20","1","1965","6"
"27","8","1967","4"
"28","5","1962","6"
"18","10","1990","215"
"13","10","1919","18"
"7","4","1922","4"
"6","8","1919","6"
"19","4","1985","132"
"26","3","1939","8"
"1","4","1984","167"
"8","1","2006","67"
"29","4","1929","9"
"1","3","1948","1"
"25","4","1958","7"
"2","8","1922","5"
"21","4","1936","5"
"20","1","2008","69"
"3","0","1985","76"
"18","2","1968","7"
"8","9","1933","6"
"10","7","1995","54"
"7","9","1973","14"
"13","7","1925","22"
"23","0","2010","19"
"16","5","1934","6"
"13","4","1988","155"
"13","2","2006","87"
"7","9","1982","57"
"20","1","1975","23"
"19","3","1909","1"
"24","6","1980","64"
"7","0","1999","19"
"6","2","1957","2"
"28","4","2006","94"
"7","4","1944","2"
"24","1","1972","22"
"8","6","2006","71"
"1","10","1946","3"
"1","1","2010","17"
"25","7","1968","4"
"11","11","1989","218"
"30","8","1974","13"
"2","0","1929","15"
"7","11","1916","6"
"19","7","1931","12"
"14","6","1986","134"
"30","3","2004","35"
"20","0","1965","14"
"2","1","1987","94"
"26","1","1945","2"
"19","7","1944","2"
"17","0","2008","90"
"28","6","1992","111"
"30","11","1978","57"
"19","11","2000","32"
"25","9","2011","7"
"21","0","1958","13"
"9","6","1926","7"
"12","0","2011","25"
"16","6","1989","175"
"9","11","1971","16"
"27","1","1961","6"
"2","0","1924","10"
"30","2","1913","6"
"27","5","1970","7"
"20","4","1991","143"
"9","10","1991","140"
"25","5","1930","28"
"23","7","1960","3"
"1","11","1935","15"
"14","6","1955","2"
"24","3","1944","1"
"17","6","1992","107"
"9","8","2002","36"
"21","9","2008","39"
"15","5","2002","28"
"19","9","1965","9"
"11","7","1998","33"
"9","4","1937","2"
"26","10","1944","3"
"8","9","1956","4"
"13","4","1974","14"
"13","11","1934","13"
"11","10","2000","209"
"27","2","1989","165"
"7","2","2012","4"
"29","3","1938","2"
"19","9","1913","6"
"23","9","1962","6"
"25","9","1958","7"
"1","0","1999","25"
"11","7","1920","7"
"11","3","1982","79"
"18","4","1982","52"
"22","4","1960","6"
"18","0","1974","21"
"8","11","1915","1"
"4","7","1925","12"
"3","10","1991","134"
"10","3","2001","37"
"17","6","1975","15"
"29","7","2002","24"
"10","4","1967","14"
"21","11","1990","188"
"11","7","1902","1"
"14","7","1991","146"
"14","8","1926","15"
"4","3","1966","3"
"3","0","1988","110"
"23","6","1977","35"
"25","10","2008","66"
"20","5","1987","187"
"12","2","1963","7"
"13","2","1950","9"
"23","3","1973","21"
"14","3","1950","2"
"23","6","1914","11"
"24","3","1975","26"
"17","3","1948","1"
"4","6","1930","15"
"7","10","1913","7"
"6","10","1920","5"
"27","0","1991","206"
"15","8","1990","183"
"25","3","1907","1"
"15","0","2010","18"
"27","7","1982","68"
"12","6","1986","160"
"28","4","1946","1"
"27","4","1922","7"
"22","7","1969","10"
"11","10","1936","10"
"24","0","1916","23"
"31","11","1925","9"
"24","6","1976","28"
"22","8","1927","18"
"19","6","2005","52"
"26","9","1963","2"
"7","11","1951","3"
"17","3","1943","1"
"4","7","1963","5"
"8","0","1973","18"
"3","9","1966","3"
"8","6","1935","3"
"2","1","2002","46"
"2","4","1966","7"
"4","8","2001","33"
"13","6","1927","11"
"9","10","1963","6"
"8","8","2010","6"
"6","9","1959","4"
"11","11","1957","7"
"22","5","2005","81"
"6","3","1976","15"
"22","4","2004","51"
"23","3","1932","14"
"20","4","1915","18"
"2","1","1993","75"
"14","5","1996","70"
"22","4","1984","92"
"22","7","1932","12"
"7","1","1965","6"
"30","11","1909","1"
"10","9","1942","1"
"5","2","1928","10"
"8","7","2001","24"
"8","7","1934","7"
"20","1","1950","5"
"25","1","1993","135"
"13","9","1972","17"
"27","11","1989","221"
"28","4","1977","34"
"20","11","1993","128"
"23","1","2004","45"
"26","6","1956","3"
"24","8","2010","6"
"14","7","1944","3"
"19","4","1976","35"
"9","9","1960","6"
"10","11","1957","6"
"3","8","1977","33"
"23","3","1919","5"
"8","2","2004","40"
"2","0","1946","3"
"16","8","1986","107"
"3","0","1986","85"
"18","3","1960","9"
"17","1","2001","23"
"30","3","1952","6"
"21","1","1963","7"
"25","5","1950","4"
"9","4","2006","83"
"27","5","1996","52"
"8","6","1928","1"
"20","4","1988","190"
"4","9","1987","118"
"1","4","1959","6"
"9","10","1939","1"
"20","6","1936","7"
"10","6","2003","36"
"17","3","1959","4"
"29","11","1906","1"
"20","0","2012","13"
"27","7","1936","9"
"19","1","1970","18"
"27","3","1924","1"
"14","4","1933","18"
"24","9","1946","1"
"17","0","1937","17"
"19","5","1931","13"
"6","10","1972","9"
"30","7","1961","10"
"2","9","1984","85"
"29","10","2006","86"
"7","6","1967","6"
"20","11","1922","21"
"2","0","1945","3"
"23","1","1915","5"
"20","9","1962","8"
"29","2","2008","54"
"13","7","1979","48"
"28","4","1925","11"
"3","0","2003","27"
"3","0","1946","1"
"6","1","1970","13"
"10","10","1989","289"
"7","9","1926","2"
"29","7","2001","27"
"20","3","1947","3"
"2","6","1938","3"
"9","5","1969","7"
"9","8","1946","2"
"28","1","1979","31"
"23","8","2003","79"
"10","7","1977","31"
"13","7","2003","32"
"12","1","1916","1"
"1","7","1935","4"
"7","9","1958","4"
"16","9","2008","35"
"28","5","1971","16"
"6","10","1952","2"
"3","10","1954","1"
"16","8","1915","4"
"9","7","1990","111"
"10","10","1961","10"
"26","11","1980","71"
"5","10","1995","78"
"16","3","1944","3"
"28","10","1954","4"
"14","11","1917","12"
"8","9","1984","74"
"1","0","2005","30"
"25","8","1951","2"
"15","0","1931","39"
"5","7","1980","40"
"15","3","1993","110"
"24","7","1921","14"
"7","9","1962","7"
"11","7","1927","5"
"1","6","1994","180"
"2","8","1920","3"
"22","3","2000","33"
"27","1","1923","7"
"1","8","2003","47"
"9","9","1990","167"
"10","10","1944","7"
"26","0","1965","8"
"3","6","1984","80"
"22","1","1948","3"
"28","5","1974","25"
"19","6","1972","34"
"20","6","1981","56"
"9","2","1995","56"
"9","10","1997","38"
"4","8","1999","23"
"27","8","1923","7"
"27","11","1910","1"
"20","4","1963","3"
"9","9","1939","4"
"17","6","1943","1"
"29","3","1991","111"
"18","3","1999","19"
"25","9","1986","142"
"11","1","1968","13"
"8","9","2004","45"
"15","3","1990","162"
"12","4","1999","42"
"20","8","1913","25"
"4","9","1956","5"
"27","0","1915","7"
"16","0","1966","12"
"28","6","1951","1"
"5","3","1984","63"
"13","0","2005","90"
"23","5","1929","19"
"4","5","1944","1"
"2","9","1902","1"
"5","2","2006","68"
"30","5","2002","24"
"12","7","1919","6"
"28","8","1914","12"
"18","10","1949","2"
"21","7","1945","1"
"1","9","1930","22"
"27","6","1932","15"
"10","5","1988","166"
"27","7","1979","65"
"5","6","1922","6"
"8","5","1942","2"
"2","10","1924","9"
"24","0","1929","16"
"13","2","2002","37"
"9","0","1988","126"
"14","2","1998","66"
"16","2","1976","34"
"12","5","1951","13"
"7","8","1932","5"
"12","10","1909","1"
"29","7","1939","3"
"18","3","1957","2"
"20","2","1965","7"
"13","8","1990","165"
"15","1","1970","16"
"9","6","1991","106"
"16","9","1977","34"
"25","11","1938","14"
"13","3","1959","7"
"9","2","1965","2"
"20","11","1967","20"
"4","1","1971","9"
"27","5","1918","9"
"9","3","2000","22"
"23","6","1999","26"
"11","1","1940","8"
"11","9","2010","5"
"29","6","1927","11"
"3","11","1950","4"
"27","1","1987","106"
"2","4","1976","26"
"16","8","1995","89"
"27","2","1922","8"
"23","9","1922","9"
"7","5","1953","2"
"8","5","1992","118"
"22","1","1913","13"
"4","0","1993","122"
"7","3","1931","13"
"18","0","2001","60"
"27","9","2008","36"
"14","2","2004","194"
"15","0","1973","21"
"11","5","1968","13"
"10","10","2003","105"
"11","5","1922","6"
"19","6","1951","1"
"19","11","1987","258"
"16","1","1955","6"
"28","6","1954","2"
"26","10","1921","14"
"8","7","1998","18"
"13","4","1946","2"
"22","11","1976","82"
"13","0","1956","12"
"14","2","2007","277"
"10","6","1934","10"
"24","1","1918","8"
"11","5","1997","33"
"3","10","1921","11"
"11","10","1984","102"
"23","4","1931","12"
"3","10","1930","8"
"25","1","1964","10"
"9","4","1943","1"
"17","10","1930","21"
"15","6","1968","14"
"14","0","2012","28"
"29","3","1984","79"
"3","11","1927","12"
"13","3","1965","11"
"6","3","1969","2"
"15","0","2008","112"
"5","1","1975","19"
"18","3","1996","61"
"27","0","1916","11"
"2","11","1936","7"
"17","1","1943","1"
"7","9","2002","34"
"12","2","1923","9"
"21","2","1961","3"
"1","9","1986","210"
"31","11","1939","2"
"16","1","1995","91"
"31","7","1921","5"
"19","8","1983","121"
"14","6","1984","88"
"24","10","1920","11"
"16","3","2011","9"
"25","2","1933","18"
"14","9","1997","18"
"7","7","1934","3"
"20","0","1960","6"
"18","0","1993","173"
"21","5","1951","4"
"17","3","1993","82"
"22","7","1968","13"
"10","10","1991","265"
"6","0","1990","153"
"5","1","1917","5"
"18","4","1976","29"
"26","6","1950","2"
"28","3","1957","3"
"13","9","1951","2"
"25","1","1970","13"
"30","0","2011","18"
"13","10","1915","32"
"26","0","1941","4"
"1","1","1914","3"
"1","6","1953","2"
"3","5","1987","112"
"6","11","1937","2"
"16","6","1938","4"
"5","9","1922","4"
"21","6","1959","2"
"24","9","1961","4"
"20","6","1963","8"
"9","1","1945","1"
"6","0","1923","7"
"25","10","1987","197"
"8","11","2010","2"
"5","5","1931","8"
"7","9","1929","9"
"16","9","1963","7"
"14","4","1946","3"
"2","6","2009","42"
"17","0","1922","26"
"12","7","1938","5"
"17","3","1914","7"
"6","6","1932","7"
"14","8","1923","14"
"4","2","1948","1"
"22","0","1959","6"
"29","10","1925","11"
"15","7","1990","151"
"25","0","1987","188"
"6","9","1943","1"
"24","10","1929","33"
"5","2","1924","5"
"14","7","1920","14"
"6","2","1945","1"
"26","6","2005","53"
"16","4","1989","143"
"10","1","1970","13"
"29","7","1921","4"
"4","11","2003","58"
"17","5","1965","3"
"3","6","1966","6"
"21","2","1976","20"
"17","1","1914","5"
"17","4","1920","8"
"1","7","1994","65"
"20","2","1914","14"
"5","1","2012","6"
"2","11","1983","78"
"8","3","1940","3"
"5","11","1978","22"
"20","3","1954","3"
"27","6","1973","12"
"14","11","2007","82"
"9","11","1993","96"
"30","6","1934","4"
"23","2","2005","61"
"3","3","1937","5"
"31","9","1961","3"
"17","7","1913","9"
"14","3","1981","56"
"19","11","1943","2"
"22","1","1954","1"
"23","10","1942","1"
"11","11","1971","25"
"24","0","1967","18"
"25","7","2000","27"
"22","2","1966","7"
"16","8","1970","12"
"11","2","1977","52"
"10","7","1963","5"
"11","5","1996","62"
"22","3","1975","36"
"26","1","1991","135"
"18","0","1956","6"
"2","1","2009","26"
"29","11","2011","30"
"8","10","1982","60"
"4","10","1964","5"
"2","2","1988","306"
"5","3","2003","39"
"13","5","1977","44"
"3","2","1963","7"
"9","8","1921","6"
"17","5","1983","79"
"7","11","1997","31"
"30","7","1934","8"
"1","4","1980","102"
"31","4","1929","2"
"23","1","2010","8"
"6","11","1932","11"
"13","4","1915","11"
"7","7","1945","1"
"11","7","1979","37"
"30","3","1984","81"
"25","9","2004","81"
"14","9","1938","4"
"5","9","1924","9"
"24","2","1930","15"
"6","10","1997","27"
"10","4","2011","9"
"1","2","1933","24"
"24","10","1951","6"
"22","6","1938","4"
"11","6","1993","108"
"4","1","1956","4"
"11","2","1918","5"
"6","2","1997","25"
"3","5","2009","36"
"13","8","1932","15"
"1","8","1958","2"
"25","11","1999","38"
"9","8","1957","2"
"28","4","1989","194"
"14","4","1927","20"
"22","5","1961","4"
"13","11","1977","46"
"3","11","1963","8"
"7","5","1929","9"
"8","3","1911","1"
"29","11","1946","5"
"4","1","2003","37"
"9","11","1940","3"
"16","10","1979","55"
"18","7","1925","8"
"27","10","1947","4"
"7","3","1964","4"
"11","10","2005","62"
"21","10","1917","16"
"5","0","2007","78"
"4","6","1957","4"
"6","5","1929","14"
"6","9","1964","5"
"15","7","1950","2"
"25","4","1945","2"
"30","4","1957","1"
"21","11","1966","16"
"6","10","1986","97"
"9","3","2004","46"
"4","10","1928","14"
"25","11","1987","194"
"26","6","2001","30"
"21","5","1964","4"
"6","10","1933","9"
"12","9","1990","188"
"25","11","1963","13"
"28","5","1984","96"
"1","10","1915","7"
"1","10","1959","2"
"9","5","1929","4"
"27","5","1969","11"
"2","8","1987","112"
"12","0","1905","1"
"31","0","1937","7"
"20","8","1945","4"
"19","7","1945","4"
"15","6","1925","4"
"14","6","2011","7"
"5","8","1954","1"
"28","0","1982","109"
"1","0","1966","4"
"28","5","1970","9"
"21","3","1920","4"
"6","6","1969","16"
"17","7","1929","18"
"11","1","1943","4"
"29","4","1973","16"
"23","6","1938","5"
"23","9","1975","25"
"5","11","1925","7"
"25","7","1962","1"
"3","2","2006","111"
"29","7","1967","11"
"30","6","1994","73"
"5","0","2000","11"
"17","5","1923","11"
"6","10","1946","1"
"15","5","1985","149"
"12","7","1955","2"
"26","10","1961","8"
"6","6","1940","2"
"27","10","2005","90"
"9","0","1991","143"
"10","9","1927","14"
"19","7","2001","20"
"3","11","1920","13"
"10","2","1963","3"
"24","9","1928","19"
"29","0","1988","176"
"10","5","1957","3"
"15","6","1939","2"
"22","3","1998","31"
"8","2","1967","5"
"27","9","1982","82"
"29","10","1987","212"
"6","9","2003","32"
"31","0","2008","66"
"23","9","1950","2"
"4","2","1979","48"
"10","4","1933","12"
"15","2","1910","1"
"2","9","1938","2"
"21","0","1994","161"
"19","4","1918","9"
"1","1","1928","12"
"1","0","1972","16"
"29","8","1993","100"
"22","0","1925","41"
"3","5","1982","61"
"13","7","1978","37"
"17","2","1962","4"
"13","3","1993","113"
"17","2","1975","25"
"25","6","1967","11"
"7","9","1927","6"
"12","1","1943","3"
"27","9","2007","71"
"18","4","1973","14"
"11","3","1944","2"
"29","3","1990","141"
"17","11","1944","4"
"11","5","1981","60"
"8","11","1935","3"
"24","8","2004","43"
"21","11","2006","103"
"8","11","1937","3"
"20","1","1934","9"
"31","7","1948","4"
"11","8","1978","51"
"23","10","1997","50"
"28","8","1964","8"
"8","1","1924","5"
"25","5","1949","5"
"23","0","1929","36"
"24","1","1978","39"
"2","8","2009","44"
"9","9","2012","8"
"23","9","1990","176"
"22","5","1932","18"
"7","1","1938","3"
"18","6","1986","119"
"31","0","1990","207"
"2","10","1973","13"
"7","7","1930","6"
"8","6","1924","3"
"16","11","1991","163"
"12","11","1963","16"
"10","2","1943","4"
"16","0","1928","30"
"12","2","1969","23"
"29","3","1966","7"
"20","2","1984","106"
"5","9","1915","6"
"11","10","1937","8"
"19","10","2002","86"
"16","1","1928","11"
"28","10","1930","25"
"22","8","1943","2"
"2","3","1982","62"
"26","7","1960","3"
"30","6","1943","2"
"18","0","1952","3"
"31","0","1930","22"
"14","6","1942","1"
"24","10","1980","100"
"19","3","1970","18"
"21","3","1928","21"
"27","6","1924","3"
"7","10","1994","63"
"15","0","1918","45"
"26","1","1948","4"
"6","6","1955","7"
"18","0","1991","222"
"20","0","1931","25"
"5","9","2002","38"
"7","5","2009","8"
"26","1","1913","14"
"19","11","1955","8"
"23","6","1937","4"
"27","0","1927","12"
"2","4","1939","2"
"5","2","1979","44"
"11","5","1955","2"
"23","5","1958","5"
"15","8","1973","21"
"17","9","1922","10"
"17","10","1922","23"
"31","2","1945","2"
"15","9","1932","19"
"14","10","2004","115"
"11","5","1920","2"
"8","8","1920","6"
"6","3","2003","34"
"31","11","1964","2"
"26","1","2006","82"
"18","2","1962","7"
"21","3","1931","8"
"30","8","1926","11"
"28","11","1940","5"
"5","2","1984","67"
"6","2","1939","5"
"14","3","1949","5"
"22","11","1998","45"
"1","7","1923","6"
"24","7","1934","9"
"11","0","1967","11"
"3","0","1927","17"
"21","7","1973","17"
"8","0","2008","62"
"20","1","1976","25"
"23","8","1988","195"
"2","2","1951","5"
"24","9","1914","4"
"23","1","1914","1"
"30","2","2003","1"
"12","1","1934","9"
"2","11","1969","13"
"3","7","1991","129"
"21","10","1970","27"
"18","1","1958","2"
"17","9","1912","1"
"23","8","1982","90"
"19","3","1976","38"
"21","0","1942","11"
"17","4","1975","23"
"24","2","1924","22"
"20","3","1992","132"
"16","6","1963","5"
"11","7","1946","2"
"25","6","2008","40"
"21","4","1972","15"
"4","4","1958","3"
"4","0","2008","85"
"11","9","1925","10"
"18","4","1935","6"
"3","11","1982","75"
"24","10","1943","2"
"10","2","1987","143"
"22","0","1966","16"
"23","11","1916","12"
"19","6","1916","1"
"29","3","1937","5"
"26","4","1980","34"
"29","1","1948","1"
"20","3","1999","42"
"14","10","1959","6"
"29","0","2010","12"
"5","3","1950","3"
"15","7","1921","11"
"15","5","1930","16"
"8","0","1951","4"
"4","10","1913","5"
"22","9","2007","91"
"21","6","2000","31"
"28","4","1974","13"
"14","7","2007","118"
"5","7","1940","1"
"4","7","1916","9"
"31","2","1997","2"
"1","11","1997","65"
"19","0","2008","92"
"28","9","1946","1"
"24","5","1972","12"
"23","6","1974","21"
"12","4","1945","2"
"4","9","2005","62"
"27","4","1949","1"
"17","1","1961","6"
"27","9","1917","5"
"6","0","1932","19"
"19","10","1955","8"
"4","11","1946","2"
"10","2","1964","7"
"15","11","1938","5"
"9","4","1931","8"
"22","4","1985","121"
"4","10","1973","12"
"8","9","1941","1"
"26","3","1971","19"
"19","5","1920","12"
"7","0","1978","31"
"10","11","1971","12"
"1","7","1995","69"
"29","0","2007","110"
"4","11","1965","4"
"3","2","1969","16"
"6","9","1990","156"
"4","9","1957","3"
"28","7","1923","5"
"10","0","2003","111"
"12","6","1943","2"
"28","9","1981","50"
"31","4","1986","1"
"29","2","1991","12"
"26","6","1935","6"
"7","11","1920","8"
"10","9","1928","21"
"12","1","1946","1"
"4","4","1961","6"
"24","6","1993","109"
"3","8","1990","142"
"1","2","2011","19"
"1","11","1986","275"
"20","4","1942","6"
"20","6","1938","4"
"4","9","1939","1"
"9","8","1950","1"
"30","4","1995","55"
"15","8","1985","101"
"16","1","1988","124"
"9","11","1933","12"
"17","3","2002","22"
"30","10","1976","44"
"16","2","1970","9"
"27","11","1985","157"
"14","2","1971","12"
"6","1","2004","41"
"18","4","1941","3"
"6","8","1937","7"
"27","4","1974","17"
"21","8","1957","7"
"5","0","1940","4"
"16","6","1994","85"
"21","3","1986","148"
"28","2","1942","5"
"27","9","1939","2"
"30","7","1919","2"
"7","11","1972","21"
"1","2","1945","6"
"23","9","1955","6"
"11","7","1954","1"
"3","8","1993","102"
"8","10","1997","27"
"30","2","1909","1"
"13","7","1937","5"
"22","6","1932","19"
"18","3","1958","4"
"2","11","1985","97"
"18","2","2010","11"
"30","11","1925","21"
"10","3","1925","6"
"15","11","1935","7"
"11","11","1987","172"
"24","1","1987","133"
"26","0","1966","17"
"15","11","2005","81"
"22","5","1919","7"
"11","9","1998","30"
"20","10","2000","79"
"9","9","1984","116"
"27","8","2012","9"
"22","1","1982","73"
"8","4","1924","11"
"31","11","1931","9"
"6","1","1995","53"
"6","8","1922","15"
"3","9","1949","2"
"23","6","1996","51"
"15","9","1930","31"
"15","5","1944","2"
"3","1","1976","17"
"20","8","1930","24"
"8","3","1990","141"
"13","1","1963","7"
"28","9","1994","107"
"13","4","2001","32"
"15","4","1918","8"
"24","8","1955","9"
"15","7","1975","24"
"24","1","1958","8"
"30","11","1964","21"
"2","10","1959","5"
"25","5","2010","3"
"1","3","1922","7"
"16","9","1937","10"
"4","5","1933","9"
"25","1","2008","68"
"16","0","2003","54"
"25","7","1941","1"
"24","11","1987","195"
"21","1","1926","14"
"18","1","1971","20"
"22","2","1967","7"
"24","4","1990","187"
"6","6","1981","43"
"2","7","1960","3"
"25","2","1985","105"
"21","3","1925","15"
"22","2","2008","59"
"9","0","1945","1"
"2","1","1980","35"
"27","10","1941","1"
"13","8","1987","130"
"25","4","1916","10"
"7","10","1924","9"
"3","10","1950","4"
"3","10","1970","4"
"20","0","1995","139"
"23","9","1964","4"
"11","5","1941","1"
"24","1","1993","116"
"17","3","1935","6"
"7","2","1923","7"
"6","3","1963","4"
"25","8","1948","1"
"21","11","1969","22"
"8","1","1995","44"
"5","7","1967","12"
"20","5","1997","36"
"8","4","1959","3"
"4","6","1963","7"
"18","2","1978","31"
"10","7","1970","20"
"8","9","1938","1"
"25","4","1978","30"
"4","11","1985","95"
"23","6","1925","8"
"21","6","1990","182"
"22","0","1955","10"
"26","10","1917","12"
"23","0","1982","109"
"10","6","1988","163"
"20","3","1914","8"
"30","8","1933","9"
"27","9","1941","3"
"17","8","1913","7"
"21","11","1921","32"
"21","2","1951","2"
"11","4","1978","47"
"3","5","1937","7"
"6","6","1922","7"
"10","5","1947","4"
"4","11","1949","3"
"9","0","1984","80"
"25","3","1985","111"
"5","9","1985","76"
"29","1","2008","42"
"21","0","1950","3"
"8","0","1927","4"
"28","1","1937","4"
"26","8","1999","28"
"24","5","1919","7"
"28","9","1920","4"
"9","6","1985","84"
"4","0","2013","6"
"23","1","1926","13"
"11","10","1924","12"
"25","1","1978","43"
"24","3","1979","40"
"19","2","1913","8"
"15","8","1951","8"
"4","5","1929","14"
"15","5","1921","15"
"5","2","1951","3"
"29","2","2002","6"
"27","9","1903","2"
"4","10","2009","19"
"14","9","1983","87"
"13","3","1921","17"
"9","9","1930","16"
"14","8","1945","2"
"24","0","1968","20"
"18","3","1942","2"
"31","2","1968","1"
"31","9","1992","2"
"19","10","1942","2"
"4","1","1992","85"
"20","11","1943","2"
"6","8","1992","142"
"23","5","1984","102"
"23","0","2011","14"
"19","0","1943","2"
"23","10","1944","3"
"20","3","1958","6"
"31","0","1964","13"
"5","11","1926","20"
"17","0","1946","5"
"4","3","1984","54"
"3","4","1963","2"
"5","8","1998","33"
"22","1","1965","7"
"19","5","2007","89"
"3","0","1957","2"
"28","11","1927","14"
"27","4","1951","3"
"9","10","2006","81"
"16","5","1949","1"
"19","4","1989","158"
"13","9","2003","76"
"23","9","1914","12"
"27","11","1914","19"
"2","4","1996","59"
"10","4","1944","6"
"3","0","1960","6"
"28","1","1995","80"
"19","2","1948","4"
"1","11","1969","39"
"5","5","2002","28"
"12","8","1986","144"
"9","2","2008","57"
"15","9","1970","13"
"26","4","1944","6"
"23","8","2000","30"
"27","6","1963","4"
"4","7","1999","12"
"8","3","1974","13"
"17","6","1938","3"
"31","4","1999","2"
"13","7","1972","12"
"15","0","1929","37"
"21","11","1939","4"
"23","8","1916","8"
"29","0","1995","127"
"17","0","1968","18"
"16","2","1959","5"
"20","8","1956","6"
"20","10","1923","24"
"12","4","1981","72"
"20","0","1998","37"
"23","6","1918","6"
"18","2","1948","3"
"5","1","2008","52"
"23","3","1933","22"
"15","0","1963","9"
"12","3","2009","23"
"27","5","2002","33"
"17","6","1984","83"
"15","1","1942","4"
"8","10","1950","1"
"12","8","1913","5"
"22","5","1981","57"
"15","1","1984","107"
"10","10","1919","20"
"16","5","1958","7"
"19","7","1990","195"
"28","7","1928","21"
"10","0","1971","23"
"6","11","1988","136"
"23","1","1965","32"
"18","7","1978","24"
"21","2","1948","5"
"7","10","1963","6"
"21","8","1916","10"
"2","9","1955","2"
"13","0","1944","8"
"18","1","1929","18"
"3","11","1953","2"
"17","9","1969","10"
"4","7","1988","141"
"15","2","1993","142"
"21","1","1948","4"
"23","8","1981","50"
"15","8","1945","1"
"13","11","1949","9"
"21","6","1973","19"
"31","7","1954","2"
"9","6","2005","42"
"5","9","1967","7"
"12","7","2005","82"
"11","0","1997","49"
"3","8","1921","8"
"23","7","1929","12"
"27","2","2004","59"
"24","3","1910","1"
"12","10","1942","2"
"16","6","1974","12"
"25","0","1970","30"
"12","0","2002","53"
"28","11","1981","75"
"23","9","1993","119"
"27","3","1999","27"
"27","11","1925","18"
"15","9","1982","85"
"29","6","1969","13"
"30","10","1928","19"
"4","7","2003","25"
"16","11","1994","119"
"24","2","1960","7"
"28","0","1986","170"
"12","1","1920","166"
"12","1","1955","7"
"11","11","1937","7"
"28","6","1930","7"
"17","2","1966","7"
"27","7","1988","149"
"12","11","1966","13"
"6","7","1960","2"
"27","0","1963","11"
"26","6","1994","93"
"18","2","1965","4"
"17","4","2000","25"
"14","11","1995","109"
"2","7","1953","2"
"8","7","1920","1"
"10","4","1915","4"
"15","5","1903","1"
"22","11","1945","15"
"5","8","1927","7"
"13","8","1984","99"
"13","11","1948","2"
"23","2","2000","36"
"7","0","1942","1"
"19","4","2000","19"
"21","10","2002","147"
"19","10","1917","9"
"27","0","1930","25"
"9","5","1924","6"
"5","6","1914","7"
"14","1","2001","28"
"15","6","1990","199"
"22","8","1962","6"
"11","10","2010","14"
"16","6","1977","28"
"16","2","1936","11"
"6","3","1968","5"
"11","2","1945","7"
"8","6","1966","5"
"5","11","1989","152"
"3","1","1979","29"
"23","8","2001","27"
"11","5","1904","1"
"20","11","1936","19"
"1","8","1976","25"
"6","0","1904","1"
"11","1","1918","2"
"5","7","1926","5"
"1","3","1991","147"
"19","0","1915","17"
"1","6","2009","57"
"26","5","1945","2"
"20","8","1918","22"
"30","8","1983","75"
"17","5","1915","10"
"6","0","1969","7"
"29","5","1981","47"
"11","0","1990","217"
"8","0","2002","28"
"12","10","1977","61"
"7","5","1921","7"
"28","7","1927","7"
"23","8","2010","10"
"12","11","1974","28"
"17","3","2005","75"
"17","7","1915","3"
"28","6","1969","11"
"14","9","1986","116"
"17","9","2006","77"
"29","7","2010","4"
"17","7","1959","4"
"26","9","1977","39"
"23","9","1988","193"
"29","10","1989","168"
"23","1","1962","8"
"24","2","1921","12"
"4","7","2000","21"
"4","7","2006","72"
"9","9","1973","18"
"15","1","1963","11"
"16","1","1950","4"
"24","8","1967","12"
"26","9","1995","61"
"13","0","1999","28"
"5","7","1955","2"
"27","5","2009","21"
"7","3","1938","4"
"23","4","1929","21"
"13","3","1982","87"
"2","3","2004","137"
"28","2","1995","77"
"22","7","1986","119"
"7","11","1928","15"
"15","11","1961","7"
"31","11","1936","2"
"1","1","2009","89"
"17","2","1950","4"
"18","8","1972","13"
"10","1","2009","19"
"1","8","1916","5"
"27","1","1939","1"
"22","4","1920","4"
"19","1","2005","63"
"30","11","1986","166"
"1","10","1986","120"
"15","11","1932","18"
"14","7","2010","7"
"8","0","1972","12"
"16","8","1932","15"
"3","11","1976","24"
"30","0","1925","21"
"12","2","1976","33"
"22","7","1930","14"
"25","9","1933","22"
"15","1","1917","4"
"8","3","1914","3"
"19","5","1978","57"
"4","10","1957","4"
"2","0","1984","74"
"22","0","2010","7"
"21","11","1944","4"
"17","1","1982","46"
"21","7","2009","21"
"3","3","1926","13"
"4","11","1991","126"
"25","0","1902","1"
"8","11","1977","24"
"15","7","2002","30"
"29","0","1926","12"
"22","6","1970","11"
"18","0","1917","13"
"27","1","1954","4"
"1","7","2005","56"
"6","10","1935","7"
"19","5","1955","14"
"3","2","1991","263"
