"Word","G2","G2 Ranking","Relative Frequency Difference Ranking","Relative Frequency Difference","Relative frequency - BNC","Relative frequency - Passwords","Absolute frequency - BNC","Absolute frequency - Passwords"
"newberry","160.08380936716148","23061","26514","1.9590404E-6","6.99271E-8","2.0289676E-6","7","82"
"simion","160.08380936716148","23062","26515","1.9590404E-6","6.99271E-8","2.0289676E-6","7","82"
"clipper","160.04926635556785","23063","21903","3.210203E-6","6.9927097E-7","3.909474E-6","70","158"
"blevins","159.97584379388104","23064","27633","1.7368097E-6","1.997917E-8","1.756789E-6","2","71"
"rooty","159.97584379388104","23065","27634","1.7368097E-6","1.997917E-8","1.756789E-6","2","71"
"edey","159.97584379388104","23066","27635","1.7368097E-6","1.997917E-8","1.756789E-6","2","71"
"aquas","159.97584379388104","23067","27636","1.7368097E-6","1.997917E-8","1.756789E-6","2","71"
"spiderweb","159.97584379388104","23068","27637","1.7368097E-6","1.997917E-8","1.756789E-6","2","71"
"piat","159.9724527554342","23069","25867","2.0922866E-6","1.0988544E-7","2.202172E-6","11","89"
"haut","159.9724527554342","23070","25868","2.0922866E-6","1.0988544E-7","2.202172E-6","11","89"
"zenith","159.93337555491644","23071","18417","4.793792E-6","2.3075943E-6","7.1013865E-6","231","287"
"nazarene","159.9311659643551","23072","26715","1.919543E-6","5.993751E-8","1.9794804E-6","6","80"
"juiced","159.9311659643551","23073","26716","1.919543E-6","5.993751E-8","1.9794804E-6","6","80"
"wolverton","-159.83567477607903","23074","23915","-2.577774E-6","2.627261E-6","4.9487014E-8","263","2"
"didier","159.83141615072844","23075","18978","4.495332E-6","1.9379795E-6","6.4333117E-6","194","260"
"abusive","-159.7871711303178","23076","23367","-2.7280787E-6","2.8270526E-6","9.897403E-8","283","4"
"patriotism","-159.7871711303178","23077","23368","-2.7280787E-6","2.8270526E-6","9.897403E-8","283","4"
"rightful","-159.7871711303178","23078","23369","-2.7280787E-6","2.8270526E-6","9.897403E-8","283","4"
"downing","-159.77624780514645","23079","17409","-5.3869917E-6","7.8118555E-6","2.4248636E-6","782","98"
"whigs","-159.75500918585507","23080","23127","-2.7932415E-6","2.916959E-6","1.2371753E-7","292","5"
"gumbo","159.75419947316527","23081","24923","2.3092919E-6","1.8980212E-7","2.499094E-6","19","101"
"brilliance","-159.7217385413275","23082","21440","-3.3754027E-6","3.7960424E-6","4.206396E-7","380","17"
"batte","159.70098280691641","23083","27986","1.6725688E-6","9.989585E-9","1.6825584E-6","1","68"
"amelita","159.70098280691641","23084","27987","1.6725688E-6","9.989585E-9","1.6825584E-6","1","68"
"limer","159.70098280691641","23085","27988","1.6725688E-6","9.989585E-9","1.6825584E-6","1","68"
"pistache","159.70098280691641","23086","27989","1.6725688E-6","9.989585E-9","1.6825584E-6","1","68"
"sigman","159.70098280691641","23087","27990","1.6725688E-6","9.989585E-9","1.6825584E-6","1","68"
"snew","159.70098280691641","23088","27991","1.6725688E-6","9.989585E-9","1.6825584E-6","1","68"
"dawne","159.70098280691641","23089","27992","1.6725688E-6","9.989585E-9","1.6825584E-6","1","68"
"shamal","159.70098280691641","23090","27993","1.6725688E-6","9.989585E-9","1.6825584E-6","1","68"
"cristen","159.70098280691641","23091","27994","1.6725688E-6","9.989585E-9","1.6825584E-6","1","68"
"patented","-159.6805734876819","23092","24289","-2.4826425E-6","2.507386E-6","2.4743507E-8","251","1"
"dwellers","-159.6805734876819","23093","24290","-2.4826425E-6","2.507386E-6","2.4743507E-8","251","1"
"redwing","159.6537097046065","23094","24420","2.4473024E-6","2.4973963E-7","2.6970422E-6","25","109"
"pathway","-159.63284830279466","23095","20256","-3.8581293E-6","4.625178E-6","7.670487E-7","463","31"
"hartman","159.5459109054329","23096","23723","2.6295747E-6","3.396459E-7","2.9692208E-6","34","120"
"blondel","-159.5130635855458","23097","21922","-3.204658E-6","3.5263236E-6","3.216656E-7","353","13"
"arabella","159.4891028803162","23098","20711","3.6571241E-6","1.0688856E-6","4.7260096E-6","107","191"
"gravely","-159.43574775825385","23099","22450","-3.013934E-6","3.2366256E-6","2.2269155E-7","324","9"
"ridges","-159.4232336996046","23100","21579","-3.330219E-6","3.7261152E-6","3.958961E-7","373","16"
"flapping","-159.36819238376805","23101","22967","-2.8484144E-6","2.9968755E-6","1.4846104E-7","300","6"
"raided","-159.36819238376805","23102","22968","-2.8484144E-6","2.9968755E-6","1.4846104E-7","300","6"
"amsterdam","159.2934825805973","23103","14200","8.110363E-6","8.640991E-6","1.6751354E-5","865","677"
"sties","159.23844601531988","23104","26060","2.0527891E-6","9.989585E-8","2.152685E-6","10","87"
"deceived","-159.21349866104197","23105","22773","-2.9035875E-6","3.0767922E-6","1.7320454E-7","308","7"
"inversion","-159.21349866104197","23106","22774","-2.9035875E-6","3.0767922E-6","1.7320454E-7","308","7"
"lighted","-159.17259553702684","23107","23951","-2.5677843E-6","2.6172713E-6","4.9487014E-8","262","2"
"anchored","-159.17259553702684","23108","23952","-2.5677843E-6","2.6172713E-6","4.9487014E-8","262","2"
"ions","159.16837060763436","23109","15695","6.699512E-6","5.4742927E-6","1.2173805E-5","548","492"
"blubber","159.14738626217814","23110","23155","2.7871038E-6","4.2955216E-7","3.2166558E-6","43","130"
"capturing","-159.13703153460258","23111","23402","-2.718089E-6","2.817063E-6","9.897403E-8","282","4"
"gaping","-159.1107640481413","23112","23177","-2.7832518E-6","2.9069693E-6","1.2371753E-7","291","5"
"gerrit","159.07227725121757","23113","24353","2.4620565E-6","2.597292E-7","2.7217857E-6","26","110"
"dpp","159.01986408972323","23114","19677","4.1278668E-6","1.5383961E-6","5.666263E-6","154","229"
"amalgamation","-159.01028204044582","23115","24310","-2.4726528E-6","2.4973963E-6","2.4743507E-8","250","1"
"arteries","-159.01028204044582","23116","24311","-2.4726528E-6","2.4973963E-6","2.4743507E-8","250","1"
"inventions","-159.01028204044582","23117","24312","-2.4726528E-6","2.4973963E-6","2.4743507E-8","250","1"
"constants","-159.01028204044582","23118","24313","-2.4726528E-6","2.4973963E-6","2.4743507E-8","250","1"
"gleam","-159.00896843287904","23119","21821","-3.239852E-6","3.586261E-6","3.4640908E-7","359","14"
"haphazard","-158.88740294578216","23120","23668","-2.6429368E-6","2.7171673E-6","7.423052E-8","272","3"
"slate","-158.83472187840147","23121","18628","-4.689875E-6","6.2734593E-6","1.5835844E-6","628","64"
"adze","158.83395008341773","23122","24628","2.3930513E-6","2.2976046E-7","2.6228117E-6","23","106"
"server","-158.82761475689722","23123","14446","-7.8516405E-6","1.4804566E-5","6.952925E-6","1482","281"
"tempered","-158.81236969728215","23124","22487","-3.0039444E-6","3.226636E-6","2.2269155E-7","323","9"
"believers","-158.72960354620824","23125","22991","-2.838425E-6","2.986886E-6","1.4846104E-7","299","6"
"trucks","158.7217867470721","23126","15006","7.3351634E-6","6.842866E-6","1.4178029E-5","685","573"
"warehouse","-158.71391705746055","23127","16319","-6.1929177E-6","9.8797E-6","3.6867825E-6","989","149"
"danio","158.69993415556075","23128","27412","1.7763072E-6","2.9968756E-8","1.8062759E-6","3","73"
"dacian","158.69993415556075","23129","27413","1.7763072E-6","2.9968756E-8","1.8062759E-6","3","73"
"delila","158.69993415556075","23130","27414","1.7763072E-6","2.9968756E-8","1.8062759E-6","3","73"
"fahrenheit","158.55584269982737","23131","20130","3.9170086E-6","1.3286149E-6","5.2456235E-6","133","212"
"pascale","158.55512568142353","23132","25800","2.1070405E-6","1.1987503E-7","2.2269155E-6","12","90"
"kuwaiti","-158.51849646555087","23133","22360","-3.049128E-6","3.2965631E-6","2.4743505E-7","330","10"
"radial","-158.51575003008446","23134","21100","-3.5061892E-6","4.025803E-6","5.1961365E-7","403","21"
"subtlety","-158.50957412860328","23135","23990","-2.5577947E-6","2.6072817E-6","4.9487014E-8","261","2"
"compliments","-158.50957412860328","23136","23991","-2.5577947E-6","2.6072817E-6","4.9487014E-8","261","2"
"switchboard","-158.50957412860328","23137","23992","-2.5577947E-6","2.6072817E-6","4.9487014E-8","261","2"
"affiliated","-158.48699113109095","23138","23450","-2.7080996E-6","2.8070735E-6","9.897403E-8","281","4"
"ambivalent","-158.48699113109095","23139","23451","-2.7080996E-6","2.8070735E-6","9.897403E-8","281","4"
"transfusion","-158.48699113109095","23140","23452","-2.7080996E-6","2.8070735E-6","9.897403E-8","281","4"
"knee","-158.39576061206083","23141","13120","-9.43828E-6","2.0498628E-5","1.1060348E-5","2052","447"
"virus","158.35159922925652","23142","12549","1.0273517E-5","1.5014347E-5","2.5287864E-5","1503","1022"
"inserting","-158.3400224659738","23143","24350","-2.4626631E-6","2.4874066E-6","2.4743507E-8","249","1"
"tabloids","-158.3400224659738","23144","24351","-2.4626631E-6","2.4874066E-6","2.4743507E-8","249","1"
"coordinator","-158.3016094823178","23145","21964","-3.184679E-6","3.5063445E-6","3.216656E-7","351","13"
"andras","158.2512377157975","23146","25548","2.161292E-6","1.398542E-7","2.3011462E-6","14","93"
"olof","158.2512377157975","23147","25549","2.161292E-6","1.398542E-7","2.3011462E-6","14","93"
"paged","158.24686003616634","23148","25299","2.2155432E-6","1.5983336E-7","2.3753767E-6","16","96"
"aardvark","158.24686003616634","23149","25300","2.2155432E-6","1.5983336E-7","2.3753767E-6","16","96"
"squads","-158.18915949117212","23150","22523","-2.993955E-6","3.2166465E-6","2.2269155E-7","322","9"
"lashley","158.18454347496524","23151","24584","2.4078051E-6","2.3975005E-7","2.6475552E-6","24","107"
"tibbs","158.14459621601213","23152","24813","2.3387997E-6","2.0978129E-7","2.548581E-6","21","103"
"nooks","158.11644442213816","23153","22766","2.905135E-6","5.0946886E-7","3.414604E-6","51","138"
"majorette","158.10911911430406","23154","26421","1.9737945E-6","7.991668E-8","2.0537111E-6","8","83"
"aurelian","158.10911911430406","23155","26422","1.9737945E-6","7.991668E-8","2.0537111E-6","8","83"
"vocal","-158.09959285415272","23156","17594","-5.2761843E-6","7.602074E-6","2.3258897E-6","761","94"
"matra","158.01614552505782","23157","24250","2.4915644E-6","2.797084E-7","2.7712726E-6","28","112"
"cabinets","-157.98806512459834","23158","21761","-3.2650564E-6","3.636209E-6","3.711526E-7","364","15"
"corwin","157.97631976899535","23159","27202","1.8158047E-6","3.995834E-8","1.855763E-6","4","75"
"drown","-157.95056936104035","23160","21532","-3.345434E-6","3.7660736E-6","4.206396E-7","377","17"
"rump","157.936112063094","23161","17531","5.316021E-6","3.0967715E-6","8.412792E-6","310","340"
"brinkley","157.90647941984832","23162","23869","2.5900774E-6","3.296563E-7","2.9197338E-6","33","118"
"physiotherapist","-157.8466109931155","23163","24029","-2.5478053E-6","2.5972922E-6","4.9487014E-8","260","2"
"skimmed","-157.8466109931155","23164","24030","-2.5478053E-6","2.5972922E-6","4.9487014E-8","260","2"
"textures","-157.8466109931155","23165","24031","-2.5478053E-6","2.5972922E-6","4.9487014E-8","260","2"
"stools","-157.83705062206582","23166","23478","-2.69811E-6","2.7970839E-6","9.897403E-8","280","4"
"amalie","157.75631073483353","23167","26644","1.9342967E-6","6.99271E-8","2.004224E-6","7","81"
"iquitos","157.75631073483353","23168","26645","1.9342967E-6","6.99271E-8","2.004224E-6","7","81"
"dashboard","157.69269756165232","23169","19283","4.3382643E-6","1.7981254E-6","6.1363894E-6","180","248"
"arduous","-157.66979502027377","23170","24387","-2.4526737E-6","2.4774172E-6","2.4743507E-8","248","1"
"popularly","-157.66979502027377","23171","24388","-2.4526737E-6","2.4774172E-6","2.4743507E-8","248","1"
"indulged","-157.66979502027377","23172","24389","-2.4526737E-6","2.4774172E-6","2.4743507E-8","248","1"
"knotted","-157.66979502027377","23173","24390","-2.4526737E-6","2.4774172E-6","2.4743507E-8","248","1"
"dishonesty","-157.66979502027377","23174","24391","-2.4526737E-6","2.4774172E-6","2.4743507E-8","248","1"
"tasting","-157.66979502027377","23175","24392","-2.4526737E-6","2.4774172E-6","2.4743507E-8","248","1"
"ironing","-157.66785240950207","23176","22117","-3.1295058E-6","3.4264278E-6","2.9692208E-7","343","12"
"bops","157.63682487781966","23177","27011","1.855302E-6","4.9947925E-8","1.90525E-6","5","77"
"applejack","157.63682487781966","23178","27012","1.855302E-6","4.9947925E-8","1.90525E-6","5","77"
"grau","157.63682487781966","23179","27013","1.855302E-6","4.9947925E-8","1.90525E-6","5","77"
"euros","157.58438685649085","23180","26834","1.8947994E-6","5.993751E-8","1.954737E-6","6","79"
"courteous","-157.57492109389693","23181","23750","-2.6229575E-6","2.697188E-6","7.423052E-8","270","3"
"sensibility","-157.57492109389693","23182","23751","-2.6229575E-6","2.697188E-6","7.423052E-8","270","3"
"frosh","157.53949280819558","23183","27774","1.7120663E-6","1.997917E-8","1.7320455E-6","2","70"
"hermine","157.53949280819558","23184","27775","1.7120663E-6","1.997917E-8","1.7320455E-6","2","70"
"mandan","157.53949280819558","23185","27776","1.7120663E-6","1.997917E-8","1.7320455E-6","2","70"
"temporal","-157.47461172923374","23186","19340","-4.311809E-6","5.524241E-6","1.2124318E-6","553","49"
"calorie","-157.4528215076136","23187","23051","-2.8184456E-6","2.9669068E-6","1.4846104E-7","297","6"
"aromatic","-157.4528215076136","23188","23052","-2.8184456E-6","2.9669068E-6","1.4846104E-7","297","6"
"aspiring","-157.3627111993476","23189","22705","-2.9287921E-6","3.1267402E-6","1.9794805E-7","313","8"
"timed","-157.33201119647833","23190","21061","-3.5214039E-6","4.065761E-6","5.4435714E-7","407","22"
"playmaker","157.2534118242803","23191","25236","2.2302972E-6","1.6982295E-7","2.4001201E-6","17","97"
"bilic","157.23809602974455","23192","28115","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"natale","157.23809602974455","23193","28116","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"kizer","157.23809602974455","23194","28117","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"brade","157.23809602974455","23195","28118","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"bravos","157.23809602974455","23196","28119","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"eliud","157.23809602974455","23197","28120","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"phebe","157.23809602974455","23198","28121","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"sudha","157.23809602974455","23199","28122","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"sego","157.23809602974455","23200","28123","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"asker","157.23809602974455","23201","28124","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"vaqueros","157.23809602974455","23202","28125","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"plim","157.23809602974455","23203","28126","1.6478253E-6","9.989585E-9","1.6578149E-6","1","67"
"flack","157.2285215393597","23204","23244","2.7623603E-6","4.2955216E-7","3.1919124E-6","43","129"
"flown","-157.2177914488106","23205","15862","-6.5642203E-6","1.0968564E-5","4.404344E-6","1098","178"
"hushed","-157.18370657796484","23206","24069","-2.5378156E-6","2.5873026E-6","4.9487014E-8","259","2"
"humidity","-157.17872840106315","23207","23284","-2.753283E-6","2.8770005E-6","1.2371753E-7","288","5"
"beginner","-157.11778020218713","23208","22275","-3.0743324E-6","3.346511E-6","2.7217857E-7","335","11"
"calender","157.11714330667394","23209","25478","2.1760459E-6","1.4984379E-7","2.3258897E-6","15","94"
"bucharest","-157.09096939265186","23210","22014","-3.1646998E-6","3.4863654E-6","3.216656E-7","349","13"
"paba","157.05877126271974","23211","23196","2.777114E-6","4.3954176E-7","3.2166558E-6","44","130"
"uphill","-157.04797949756224","23212","21697","-3.2902608E-6","3.686157E-6","3.958961E-7","369","16"
"vogel","157.03651620399103","23213","21840","3.2344856E-6","7.492189E-7","3.9837046E-6","75","161"
"tinned","-156.9995999624509","23214","24433","-2.442684E-6","2.4674275E-6","2.4743507E-8","247","1"
"intrusive","-156.9995999624509","23215","24434","-2.442684E-6","2.4674275E-6","2.4743507E-8","247","1"
"novices","-156.9995999624509","23216","24435","-2.442684E-6","2.4674275E-6","2.4743507E-8","247","1"
"wittgenstein","-156.9995999624509","23217","24436","-2.442684E-6","2.4674275E-6","2.4743507E-8","247","1"
"mallard","156.96577282287396","23218","20921","3.5733651E-6","1.0289273E-6","4.6022924E-6","103","186"
"cleverly","-156.918801970724","23219","23777","-2.612968E-6","2.6871985E-6","7.423052E-8","269","3"
"richer","-156.9008083023082","23220","18301","-4.8620022E-6","6.693022E-6","1.8310195E-6","670","74"
"evans","156.82033175196113","23221","11940","1.1244825E-5","1.8620587E-5","2.9865412E-5","1864","1207"
"brickwork","-156.81463006710453","23222","23088","-2.8084562E-6","2.9569173E-6","1.4846104E-7","296","6"
"pantomime","-156.79351177197714","23223","21812","-3.2450773E-6","3.6162298E-6","3.711526E-7","362","15"
"kendo","156.78977503608547","23224","24958","2.2993024E-6","1.997917E-7","2.499094E-6","20","101"
"screamer","156.78977503608547","23225","24959","2.2993024E-6","1.997917E-7","2.499094E-6","20","101"
"zambia","-156.78322287682593","23226","17808","-5.134948E-6","7.3123765E-6","2.1774285E-6","732","88"
"lows","156.7214974971359","23227","21951","3.1902237E-6","7.192501E-7","3.909474E-6","72","158"
"synod","-156.6814075057457","23228","22911","-2.8636293E-6","3.036834E-6","1.7320454E-7","304","7"
"prozac","156.66896437220578","23229","24077","2.5358263E-6","3.0967715E-7","2.8455033E-6","31","115"
"crossfire","156.63632442703673","23230","23045","2.8213758E-6","4.695105E-7","3.2908863E-6","47","133"
"kirov","-156.55359529210222","23231","21492","-3.3606489E-6","3.806032E-6","4.453831E-7","381","18"
"tossing","-156.52086133572485","23232","24116","-2.527826E-6","2.577313E-6","4.9487014E-8","258","2"
"ambassadors","-156.52086133572485","23233","24117","-2.527826E-6","2.577313E-6","4.9487014E-8","258","2"
"thrashing","-156.52086133572485","23234","24118","-2.527826E-6","2.577313E-6","4.9487014E-8","258","2"
"materialism","-156.52086133572485","23235","24119","-2.527826E-6","2.577313E-6","4.9487014E-8","258","2"
"inexplicable","-156.52086133572485","23236","24120","-2.527826E-6","2.577313E-6","4.9487014E-8","258","2"
"decker","156.45701991074026","23237","20248","3.8627572E-6","1.3086357E-6","5.171393E-6","131","209"
"tatar","156.3684097325322","23238","23592","2.663847E-6","3.7960424E-7","3.0434512E-6","38","123"
"bestowed","-156.32943755475756","23239","24482","-2.4326946E-6","2.457438E-6","2.4743507E-8","246","1"
"formalities","-156.32943755475756","23240","24483","-2.4326946E-6","2.457438E-6","2.4743507E-8","246","1"
"shedding","-156.32943755475756","23241","24484","-2.4326946E-6","2.457438E-6","2.4743507E-8","246","1"
"enrichment","-156.32943755475756","23242","24485","-2.4326946E-6","2.457438E-6","2.4743507E-8","246","1"
"veronique","156.32811849556276","23243","25180","2.245051E-6","1.7981253E-7","2.4248636E-6","18","98"
"sadr","156.32811849556276","23244","25181","2.245051E-6","1.7981253E-7","2.4248636E-6","18","98"
"caul","156.32126180836883","23245","26366","1.9885483E-6","8.9906266E-8","2.0784546E-6","9","84"
"marlborough","-156.3205463495047","23246","22612","-2.9639862E-6","3.1866778E-6","2.2269155E-7","319","9"
"bahr","156.3144687402715","23247","25919","2.082297E-6","1.1987503E-7","2.202172E-6","12","89"
"marduk","156.3144687402715","23248","25920","2.082297E-6","1.1987503E-7","2.202172E-6","12","89"
"seraphim","156.3144687402715","23249","25921","2.082297E-6","1.1987503E-7","2.202172E-6","12","89"
"bassa","156.2887279772013","23250","27543","1.7515637E-6","2.9968756E-8","1.7815324E-6","3","72"
"wabe","156.2887279772013","23251","27544","1.7515637E-6","2.9968756E-8","1.7815324E-6","3","72"
"shula","156.2887279772013","23252","27545","1.7515637E-6","2.9968756E-8","1.7815324E-6","3","72"
"bernadine","156.2887279772013","23253","27546","1.7515637E-6","2.9968756E-8","1.7815324E-6","3","72"
"vesna","156.2887279772013","23254","27547","1.7515637E-6","2.9968756E-8","1.7815324E-6","3","72"
"theat","156.2887279772013","23255","27548","1.7515637E-6","2.9968756E-8","1.7815324E-6","3","72"
"contentment","-156.26276485117276","23256","23814","-2.6029784E-6","2.6772088E-6","7.423052E-8","268","3"
"discern","-156.26276485117276","23257","23815","-2.6029784E-6","2.6772088E-6","7.423052E-8","268","3"
"tapper","156.18906048409102","23258","22803","2.8951456E-6","5.194584E-7","3.414604E-6","52","138"
"cement","-156.18790387711266","23259","18201","-4.907647E-6","6.812897E-6","1.90525E-6","682","77"
"rimmer","156.08915210796968","23260","22710","2.9246532E-6","5.394376E-7","3.464091E-6","54","140"
"leaps","-156.04571926914247","23261","22468","-3.0091696E-6","3.2566047E-6","2.4743505E-7","326","10"
"tamas","156.0250557970508","23262","24903","2.3140562E-6","2.0978129E-7","2.5238376E-6","21","102"
"hype","156.0114363964589","23263","17702","5.2032146E-6","2.986886E-6","8.190101E-6","299","331"
"hawkins","155.9655321975951","23264","16414","6.1048972E-6","4.4853236E-6","1.0590221E-5","449","428"
"nayar","155.90923167577472","23265","23957","2.565334E-6","3.296563E-7","2.8949903E-6","33","117"
"bream","-155.89311623251555","23266","20782","-3.6322112E-6","4.2755423E-6","6.433312E-7","428","26"
"beveridge","-155.89087508180415","23267","22339","-3.0543533E-6","3.326532E-6","2.7217857E-7","333","11"
"prospectus","-155.8878355976547","23268","23583","-2.6681412E-6","2.7671151E-6","9.897403E-8","277","4"
"paraffin","-155.8580757242215","23269","24155","-2.5178365E-6","2.5673235E-6","4.9487014E-8","257","2"
"polyps","-155.8580757242215","23270","24156","-2.5178365E-6","2.5673235E-6","4.9487014E-8","257","2"
"marris","155.80192469594326","23271","26559","1.949051E-6","7.991668E-8","2.0289676E-6","8","82"
"cuesta","155.80192469594326","23272","26560","1.949051E-6","7.991668E-8","2.0289676E-6","8","82"
"strick","155.80192469594326","23273","26561","1.949051E-6","7.991668E-8","2.0289676E-6","8","82"
"reeky","155.80192469594326","23274","26562","1.949051E-6","7.991668E-8","2.0289676E-6","8","82"
"maley","155.80192469594326","23275","26563","1.949051E-6","7.991668E-8","2.0289676E-6","8","82"
"battling","-155.68614301633562","23276","20951","-3.5618232E-6","4.1556673E-6","5.9384416E-7","416","24"
"clique","155.68610409630134","23277","21800","3.2540038E-6","7.7918764E-7","4.0331915E-6","78","163"
"litre","-155.6533022194252","23278","19799","-4.0702153E-6","5.084699E-6","1.0144838E-6","509","41"
"chemotherapy","-155.60681034495673","23279","23857","-2.5929887E-6","2.6672192E-6","7.423052E-8","267","3"
"cistern","-155.60681034495673","23280","23858","-2.5929887E-6","2.6672192E-6","7.423052E-8","267","3"
"angola","155.60645597832615","23281","16861","5.768783E-6","3.9059278E-6","9.674711E-6","391","391"
"elanor","155.58862065689695","23282","27345","1.7910612E-6","3.995834E-8","1.8310195E-6","4","74"
"sarasota","155.58862065689695","23283","27346","1.7910612E-6","3.995834E-8","1.8310195E-6","4","74"
"mintz","155.58862065689695","23284","27347","1.7910612E-6","3.995834E-8","1.8310195E-6","4","74"
"tally","155.55307999538664","23285","17481","5.3446065E-6","3.2166465E-6","8.561253E-6","322","346"
"troubles","-155.54446335315723","23286","16062","-6.397318E-6","1.057897E-5","4.1816525E-6","1059","169"
"scriptures","-155.53865081149507","23287","23151","-2.7884769E-6","2.936938E-6","1.4846104E-7","294","6"
"tups","155.4307763259042","23288","26761","1.9095532E-6","6.99271E-8","1.9794804E-6","7","80"
"dure","155.4307763259042","23289","26762","1.9095532E-6","6.99271E-8","1.9794804E-6","7","80"
"emptiness","-155.4279787090515","23290","22503","-2.9991802E-6","3.2466153E-6","2.4743505E-7","325","10"
"steward","-155.36935175502708","23291","17577","-5.2870955E-6","7.711959E-6","2.4248636E-6","772","98"
"goer","155.31017531967376","23292","24854","2.32881E-6","2.1977088E-7","2.548581E-6","22","103"
"methane","-155.2777100366347","23293","22382","-3.0443637E-6","3.3165422E-6","2.7217857E-7","332","11"
"wery","155.27115152819502","23294","27125","1.8305585E-6","4.9947925E-8","1.8805065E-6","5","76"
"melot","155.27115152819502","23295","27126","1.8305585E-6","4.9947925E-8","1.8805065E-6","5","76"
"paramo","155.27115152819502","23296","27127","1.8305585E-6","4.9947925E-8","1.8805065E-6","5","76"
"pankaj","155.27115152819502","23297","27128","1.8305585E-6","4.9947925E-8","1.8805065E-6","5","76"
"huet","155.23939492587283","23298","26947","1.8700559E-6","5.993751E-8","1.9299935E-6","6","78"
"secluded","-155.2383018407157","23299","23621","-2.6581515E-6","2.7571255E-6","9.897403E-8","276","4"
"arbitrator","-155.2383018407157","23300","23622","-2.6581515E-6","2.7571255E-6","9.897403E-8","276","4"
"circled","-155.2383018407157","23301","23623","-2.6581515E-6","2.7571255E-6","9.897403E-8","276","4"
"embody","-155.19535020661493","23302","24196","-2.5078468E-6","2.5573338E-6","4.9487014E-8","256","2"
"shipbuilding","-155.19535020661493","23303","24197","-2.5078468E-6","2.5573338E-6","4.9487014E-8","256","2"
"low","-155.16861075452562","23304","6630","-2.9113246E-5","1.7000276E-4","1.4088952E-4","17018","5694"
"cellular","-155.1451777895998","23305","17899","-5.0797744E-6","7.2324597E-6","2.152685E-6","724","87"
"ankles","-155.13012978662866","23306","19827","-4.0602254E-6","5.0747094E-6","1.0144838E-6","508","41"
"tweed","-155.12558417873416","23307","17718","-5.191043E-6","7.492189E-6","2.3011462E-6","750","93"
"kinna","155.10393555207017","23308","27900","1.6873228E-6","1.997917E-8","1.707302E-6","2","69"
"fraise","155.10393555207017","23309","27901","1.6873228E-6","1.997917E-8","1.707302E-6","2","69"
"reggi","155.10393555207017","23310","27902","1.6873228E-6","1.997917E-8","1.707302E-6","2","69"
"terrill","155.10393555207017","23311","27903","1.6873228E-6","1.997917E-8","1.707302E-6","2","69"
"joliet","155.10393555207017","23312","27904","1.6873228E-6","1.997917E-8","1.707302E-6","2","69"
"furl","155.10393555207017","23313","27905","1.6873228E-6","1.997917E-8","1.707302E-6","2","69"
"rabie","155.10393555207017","23314","27906","1.6873228E-6","1.997917E-8","1.707302E-6","2","69"
"rubicon","155.0856343593225","23315","25346","2.2055538E-6","1.6982295E-7","2.3753767E-6","17","96"
"sermon","-155.06022283785737","23316","21271","-3.4462516E-6","3.9658653E-6","5.1961365E-7","397","21"
"daring","-155.0370625650714","23317","17972","-5.0393555E-6","7.1425534E-6","2.103198E-6","715","85"
"musick","155.02459131100335","23318","25836","2.0970508E-6","1.298646E-7","2.2269155E-6","13","90"
"fidelis","155.02459131100335","23319","25837","2.0970508E-6","1.298646E-7","2.2269155E-6","13","90"
"eads","155.02459131100335","23320","25838","2.0970508E-6","1.298646E-7","2.2269155E-6","13","90"
"silky","155.01657157728016","23321","18310","4.8561897E-6","2.5173754E-6","7.373565E-6","252","298"
"depart","-154.99677035178678","23322","20533","-3.7430184E-6","4.4853236E-6","7.423052E-7","449","30"
"onerous","-154.98921175481087","23323","24568","-2.4127153E-6","2.4374588E-6","2.4743507E-8","244","1"
"punishments","-154.98921175481087","23324","24569","-2.4127153E-6","2.4374588E-6","2.4743507E-8","244","1"
"destroys","-154.98921175481087","23325","24570","-2.4127153E-6","2.4374588E-6","2.4743507E-8","244","1"
"storeys","-154.95093906861476","23326","23887","-2.5829993E-6","2.6572297E-6","7.423052E-8","266","3"
"naive","-154.93025551298481","23327","17592","-5.2771065E-6","7.70197E-6","2.4248636E-6","771","98"
"skopje","154.9224236314586","23328","25593","2.1513024E-6","1.4984379E-7","2.3011462E-6","15","93"
"countess","-154.9087238684111","23329","19569","-4.1862477E-6","5.324449E-6","1.1382012E-6","533","46"
"misplaced","-154.90086481063622","23330","23191","-2.7784874E-6","2.9269486E-6","1.4846104E-7","293","6"
"drawback","-154.90086481063622","23331","23192","-2.7784874E-6","2.9269486E-6","1.4846104E-7","293","6"
"swamped","-154.90086481063622","23332","23193","-2.7784874E-6","2.9269486E-6","1.4846104E-7","293","6"
